species	origin	irr	gap.pos	transect	obs	photo	cond	trmmol	WUE
PIGL	p	50	NU	A2-9	4	0.295048011	0	0	0
PIGL	p	50	NU	A2-9	5	0.794166667	0.010642857	0.119671429	0.088933986
PIGL	p	50	NU	A2-9	5	0	0	0	0
PIGL	p	50	NU	A2-9	6	0	0	0	0
PIGL	p	50	NU	A2-9	6	0.382838668	0	0	0
PIGL	p	1200	NU	A2-9	1	2.994444444	0.036585714	0.564047619	0.064862811
PIGL	p	1200	NU	A2-9	1	2.049835112	0.000891877	0.02408735	0.037026781
PIGL	p	1200	NU	A2-9	2	3.85	0.019642857	0.350714286	0.056008147
PIGL	p	1200	NU	A2-9	2	1.618278371	0	0	0
PIGL	p	1200	NU	A2-9	3	2.866666667	0.044071429	0.511428571	0.086173184
PIGL	p	1200	NU	A2-9	3	1.094981679	0	0	0
PIGL	p	1200	NU	A2-9	4	2.466666667	0.011666429	0.142264286	0.082005322
PIGL	p	1200	NU	A2-9	4	1.683882782	0	0	0
PIGL	p	1200	NU	A2-9	5	3.408333333	0.040357143	0.475	0.084962406
PIGL	p	1200	NU	A2-9	5	1.471849816	0	0.12601166	0
PIGL	p	1200	NU	A2-9	6	0.681666667	0	0	0
PIGL	p	1200	NU	A2-9	6	0.268888889	0.005058905	0.144280952	0.035062873
PIGL	p	50	SE	A2-9	1	0.479166667	0.233571429	1.167142857	0.200122399
PIGL	p	50	SE	A2-9	1	0.07975	0.059428571	0.514285714	0.115555556
PIGL	p	50	SE	A2-9	2	0	0.1205	0.967142857	0.124593796
PIGL	p	50	SE	A2-9	2	0	0.01845	0.201714286	0.091466006
PIGL	p	50	SE	A2-9	3	0.13675	0.121928571	0.947142857	0.128733032
PIGL	p	50	SE	A2-9	3	0	0.025285714	0.245	0.103206997
PIGL	p	50	SE	A2-9	4	0	0.328571429	1.557142857	0.211009174
PIGL	p	50	SE	A2-9	4	0	0.042142857	0.33052381	0.127503242
PIGL	p	50	SE	A2-9	5	1.081666667	0.176357143	1.115	0.158167841
PIGL	p	50	SE	A2-9	5	0	0.02847619	0.250952381	0.113472486
PIGL	p	50	SE	A2-9	6	1.0825	0.100928571	0.818571429	0.123298429
PIGL	p	50	SE	A2-9	6	0	0.095428571	0.59	0.161743341
PIGL	p	50	SE	A2-9	6	3.683333333	0.369285714	1.185	0.311633514
PIGL	p	1200	SE	A2-9	1	7.433333333	0.215714286	1.262142857	0.170911149
PIGL	p	1200	SE	A2-9	1	2	0.0445	0.451428571	0.098575949
PIGL	p	1200	SE	A2-9	2	6.691666667	0.091	0.795	0.114465409
PIGL	p	1200	SE	A2-9	2	1.5625	0.029	0.328571429	0.08826087
PIGL	p	1200	SE	A2-9	3	4	0.124714286	1.082857143	0.115171504
PIGL	p	1200	SE	A2-9	3	1.619166667	0.030928571	0.347857143	0.088911704
PIGL	p	1200	SE	A2-9	4	8.308333333	0.330714286	1.721428571	0.192116183
PIGL	p	1200	SE	A2-9	4	2.75	0.027752381	0.291952381	0.095057902
PIGL	p	1200	SE	A2-9	5	2.625	0.119	1.024285714	0.116178522
PIGL	p	1200	SE	A2-9	5	1.3225	0.059642857	0.477857143	0.124813154
PIGL	p	1200	SE	A2-9	6	3.158333333	0.097214286	0.929285714	0.104611837
PIGL	p	50	SU	A2-9	1	0.38	0.079928571	0.723571429	0.110463968
PIGL	p	50	SU	A2-9	1	0.126166667	0	0	0
PIGL	p	50	SU	A2-9	2	1.164166667	0.115357143	0.885714286	0.130241935
PIGL	p	50	SU	A2-9	2	0.824166667	0.01765	0.235571429	0.074924196
PIGL	p	50	SU	A2-9	3	0.55	0.063642857	0.595714286	0.106834532
PIGL	p	50	SU	A2-9	3	1.865	0	0	0
PIGL	p	50	SU	A2-9	3	0.405	0	0	0
PIGL	p	50	SU	A2-9	3	0.563888889	0	0	0
PIGL	p	50	SU	A2-9	3	1.575	0	0	0
PIGL	p	50	SU	A2-9	4	0.396416667	0.032571429	0.331428571	0.098275862
PIGL	p	50	SU	A2-9	5	4.929166667	0.065357143	0.586428571	0.111449452
PIGL	p	50	SU	A2-9	5	0	0	0	0
PIGL	p	50	SU	A2-9	6	0.678333333	0.030214286	0.292142857	0.103422983
PIGL	p	50	SU	A2-9	6	0.371416667	0	0	0
PIGL	p	1200	SU	A2-9	1	3.066666667	0.063142857	0.658571429	0.095878525
PIGL	p	1200	SU	A2-9	1	1.736666667	0	0	0
PIGL	p	1200	SU	A2-9	2	3.875	0.084142857	0.83	0.101376936
PIGL	p	1200	SU	A2-9	2	3.588888889	0.013633333	0.210142857	0.064876501
PIGL	p	1200	SU	A2-9	3	3.191666667	0.0565	0.622857143	0.090711009
PIGL	p	1200	SU	A2-9	3	2.116666667	0.01345	0.247142857	0.054421965
PIGL	p	1200	SU	A2-9	4	2.558333333	0.026071429	0.323571429	0.080573951
PIGL	p	1200	SU	A2-9	5	3.483333333	0.0595	0.626428571	0.094982896
PIGL	p	1200	SU	A2-9	6	1.904166667	0.038428571	0.414285714	0.092758621
PIGL	p	1200	SU	A2-9	6	1.11	0	0	0
PIGL	p	50	C	B3-2	1	1.859713662	0	0	0
PIGL	p	50	C	B3-2	2	1.543793443	0.008264224	0.0708418	0.116657449
PIGL	p	50	C	B3-2	3	1.351264481	0.033469027	0.269328219	0.124268549
PIGL	p	50	C	B3-2	4	2.289310383	0.030680152	0.219585597	0.139718416
PIGL	p	50	C	B3-2	5	1.493888889	0.136	0.874761905	0.155470876
PIGL	p	50	C	B3-2	6	1.820185185	0.077	0.508253968	0.151499063
PIGL	p	1200	C	B3-2	1	5.35117284	0.029109524	0.210941799	0.137997893
PIGL	p	1200	C	B3-2	2	7.494835391	0.035512698	0.289361552	0.122727771
PIGL	p	1200	C	B3-2	3	9.903834019	0.047408995	0.404072898	0.117327826
PIGL	p	1200	C	B3-2	4	10.70683356	0.073517284	0.54850049	0.134033215
PIGL	p	1200	C	B3-2	5	11.4967223	0.107505761	0.731404925	0.146985285
PIGL	p	1200	C	B3-2	6	7.604462988	0.100692397	0.750468308	0.13417275
PIGL	p	50	NE	B3-2	1	1.445893885	0	0	0
PIGL	p	50	NE	B3-2	2	0.985853517	0	0	0
PIGL	p	50	NE	B3-2	3	0.079173395	0	0	0
PIGL	p	50	NE	B3-2	4	1.831946687	0	0	0
PIGL	p	50	NE	B3-2	5	1.751760007	0	0	0
PIGL	p	50	NE	B3-2	6	2.033920002	0	0	0
PIGL	p	1200	NE	B3-2	1	4.666862223	0.016059252	0.124452138	0.129039583
PIGL	p	1200	NE	B3-2	2	5.683398519	0.017675941	0.182626903	0.09678717
PIGL	p	1200	NE	B3-2	3	4.194466173	0	0	0
PIGL	p	1200	NE	B3-2	4	7.18704428	0.000352882	0.038545846	0.009154873
PIGL	p	1200	NE	B3-2	5	8.817903649	0.002336675	0.038229568	0.061122194
PIGL	p	1200	NE	B3-2	6	7.927777778	0.005666667	0.068714286	0.082467082
PIGL	p	50	NU	B3-2	1	4.068703704	0	0	0
PIGL	p	50	NU	B3-2	2	3.706234568	0.001734392	0.011301587	0.153464419
PIGL	p	50	NU	B3-2	3	2.646522634	0	0	0
PIGL	p	50	NU	B3-2	4	2.787729767	0	0	0
PIGL	p	50	NU	B3-2	5	2.362576589	0	0	0
PIGL	p	50	NU	B3-2	6	2.320858863	0	0	0
PIGL	p	1200	NU	B3-2	1	5.26250851	0	0	0
PIGL	p	1200	NU	B3-2	2	8.355555556	0.024571429	0.189047619	0.129974811
PIGL	p	1200	NU	B3-2	3	5.090740741	0	0	0
PIGL	p	1200	NU	B3-2	4	7.852469136	0.007904762	0.042116402	0.187688442
PIGL	p	1200	NU	B3-2	5	6.59526749	0	0	0
PIGL	p	1200	NU	B3-2	6	6.587311385	0.008544974	0.069251029	0.123391287
PIGL	p	50	SE	B3-2	1	3.007577351	0.042931746	0.626038147	0.068576885
PIGL	p	50	SE	B3-2	2	1.056111111	0.058	0.62952381	0.092133132
PIGL	p	50	SE	B3-2	3	1.10537037	0.068428571	0.728412698	0.093942035
PIGL	p	50	SE	B3-2	4	1.901790123	0.04647619	0.548994709	0.084656901
PIGL	p	50	SE	B3-2	5	0.72781893	0.048492063	0.582998236	0.083177033
PIGL	p	50	SE	B3-2	6	1.769444444	0.040142857	0.524761905	0.076497278
PIGL	p	1200	SE	B3-2	1	4.650925926	0.055	0.783015873	0.070241233
PIGL	p	1200	SE	B3-2	2	6.561419753	0.080190476	1.049100529	0.076437361
PIGL	p	1200	SE	B3-2	3	7.587139918	0.081349206	1.081128748	0.075244698
PIGL	p	1200	SE	B3-2	4	5.917935528	0.047259259	0.64132863	0.073689614
PIGL	p	1200	SE	B3-2	5	6.050422954	0.04856261	0.657585734	0.073849854
PIGL	p	1200	SE	B3-2	6	5.000140985	0.035235156	0.497290483	0.070854273
PIGL	p	50	SU	B3-2	1	2.788154329	0.086849846	0.732537055	0.118560346
PIGL	p	50	SU	B3-2	2	1.705495888	0.105854711	0.834655209	0.126824477
PIGL	p	50	SU	B3-2	3	0.935165296	0.077713475	0.67536126	0.115069489
PIGL	p	50	SU	B3-2	4	0.575999543	0.047618777	0.446072801	0.106751134
PIGL	p	50	SU	B3-2	5	3.478110959	0.059444354	0.539643315	0.110154898
PIGL	p	50	SU	B3-2	6	1.611592542	0.039957642	0.37464301	0.106655245
PIGL	p	1200	SU	B3-2	1	2.581641958	0.055414452	0.563928622	0.098265011
PIGL	p	1200	SU	B3-2	2	3.443880653	0.074566722	0.741309541	0.100587835
PIGL	p	1200	SU	B3-2	3	3.275737995	0.062522241	0.662341275	0.094395809
PIGL	p	1200	SU	B3-2	4	2.797468221	0.038221699	0.436494711	0.087565091
PIGL	p	1200	SU	B3-2	5	3.254711629	0.052407233	0.563117285	0.093066284
PIGL	p	1200	SU	B3-2	6	2.354348321	0.043088125	0.463896238	0.09288311
PIGL	p	50	C	B3-6	1	0.702962963	0.01925773	0.289998413	0.06640633
PIGL	p	50	C	B3-6	2	0.735987654	0.04760972	0.634285185	0.075060431
PIGL	p	50	C	B3-6	3	3.273106996	0.062631811	1.02666649	0.061005021
PIGL	p	50	C	B3-6	3	1.027702332	0.076782032	1.226984068	0.062577856
PIGL	p	50	C	B3-6	4	0.000345222	0.083308296	1.052804213	0.079129904
